season,event_date,tm_nano,tm_market,tm_name,tm_alias,opp_nano,opp_market,opp_name,opp_alias,tm_spread,opp_spread,total,attendance,duration,roof_type,surface_type,won_toss,won_toss_decision,won_toss_overtime,won_toss_overtime_decision,temperature,humidity_pct,wind_speed,boxscore_stats_link
2009,2009-10-25,QMAZH1v922YLu,Tampa Bay,Buccaneers,TB,VkxV91RtzHn65,New England,Patriots,NE,15.5,-15.5,44.5,84254,179,Outdoors,Grass,TB,Accepted,,,59.0,59.0,16.0,https://www.pro-football-reference.com/boxscores/200910250tam.htm
2009,2009-10-25,jJBGuksuDJF5L,Carolina,Panthers,CAR,3VqeLK0LS9rpw,Buffalo,Bills,BUF,-7.0,7.0,37.0,73497,180,Outdoors,Grass,BUF,Deferred,,,67.0,49.0,9.0,https://www.pro-football-reference.com/boxscores/200910250car.htm
2009,2009-10-25,LZoDld8s63xUs,Las Vegas,Raiders,LV,mexvMWO2v1hWn,New York,Jets,NYJ,6.0,-6.0,34.0,39354,173,Outdoors,Grass,LV,Accepted,,,70.0,53.0,6.0,https://www.pro-football-reference.com/boxscores/200910250rai.htm
2009,2009-10-25,KdjU81i7YSFE7,Dallas,Cowboys,DAL,mLspw4gJNTQGN,Atlanta,Falcons,ATL,-5.0,5.0,48.0,81521,186,Retractable roof (closed),Fieldturf,ATL,Accepted,,,,,,https://www.pro-football-reference.com/boxscores/200910250dal.htm
2009,2009-10-25,mfbu6O5aMHbJg,Miami,Dolphins,MIA,CI5mhfNa0Zqd2,New Orleans,Saints,NO,6.5,-6.5,48.0,66689,216,Outdoors,Grass,NO,Accepted,,,89.0,57.0,2.0,https://www.pro-football-reference.com/boxscores/200910250mia.htm
2009,2009-10-25,22ZdibiqvfA2D,Cincinnati,Bengals,CIN,1vVmWGzUZ1rea,Chicago,Bears,CHI,2.0,-2.0,43.0,64900,173,Outdoors,Fieldturf,CIN,Accepted,,,61.0,40.0,7.0,https://www.pro-football-reference.com/boxscores/200910250cin.htm
2009,2009-10-25,n8CuHV9wbYCqF,New York,Giants,NYG,GJizlkzQFaqGA,Arizona,Cardinals,ARI,-8.0,8.0,47.0,78299,191,Outdoors,Fieldturf,ARI,Accepted,,,57.0,43.0,3.0,https://www.pro-football-reference.com/boxscores/200910250nyg.htm
2009,2009-10-26,9JtBk8kFeaGEs,Washington,Football Team,WAS,hjjmgzxilGWdr,Philadelphia,Eagles,PHI,9.0,-9.0,38.0,88241,187,Outdoors,Grass,WAS,Deferred,,,57.0,47.0,0.0,https://www.pro-football-reference.com/boxscores/200910260was.htm
2009,2009-11-01,1vVmWGzUZ1rea,Chicago,Bears,CHI,IR4gIYmh269EI,Cleveland,Browns,CLE,-13.5,13.5,40.0,62262,187,Outdoors,Grass,CLE,Accepted,,,50.0,46.0,8.0,https://www.pro-football-reference.com/boxscores/200911010chi.htm
2009,2009-11-01,zyhFXj1nywrm1,Baltimore,Ravens,BAL,6DclFuycdPaOB,Denver,Broncos,DEN,-3.5,3.5,42.0,71132,179,Outdoors,Sportturf,DEN,Accepted,,,56.0,75.0,8.0,https://www.pro-football-reference.com/boxscores/200911010rav.htm
2009,2009-11-01,mexvMWO2v1hWn,New York,Jets,NYJ,mfbu6O5aMHbJg,Miami,Dolphins,MIA,-3.5,3.5,40.5,77531,185,Outdoors,Fieldturf,MIA,Deferred,,,54.0,65.0,10.0,https://www.pro-football-reference.com/boxscores/200911010nyj.htm
2009,2009-11-01,3VqeLK0LS9rpw,Buffalo,Bills,BUF,UI0Ax4HUEXFh6,Houston,Texans,HOU,3.5,-3.5,41.5,69790,165,Outdoors,Astroplay,HOU,Accepted,,,49.0,47.0,5.0,https://www.pro-football-reference.com/boxscores/200911010buf.htm
2009,2009-11-01,LJmHetie5VbbO,Indianapolis,Colts,IND,IwSI92ZDKoazn,San Francisco,49ers,SF,-13.5,13.5,44.5,66229,189,Retractable roof (open),Fieldturf,SF,Accepted,,,,,,https://www.pro-football-reference.com/boxscores/200911010clt.htm
2009,2009-11-01,KdjU81i7YSFE7,Dallas,Cowboys,DAL,4M8AK5p0WXs1N,Seattle,Seahawks,SEA,-9.5,9.5,46.0,80886,184,Retractable roof (closed),Fieldturf,DAL,Accepted,,,,,,https://www.pro-football-reference.com/boxscores/200911010dal.htm
2009,2009-11-01,FCuH1wdksA2DQ,Detroit,Lions,DET,u98I1lDKQBwZ0,Los Angeles,Rams,LA,-4.0,4.0,43.5,40857,183,Dome,Fieldturf,DET,Accepted,,,,,,https://www.pro-football-reference.com/boxscores/200911010det.htm
2009,2009-11-01,hjjmgzxilGWdr,Philadelphia,Eagles,PHI,n8CuHV9wbYCqF,New York,Giants,NYG,1.0,-1.0,44.5,69144,184,Outdoors,Grass,PHI,Accepted,,,56.0,55.0,10.0,https://www.pro-football-reference.com/boxscores/200911010phi.htm
2009,2009-11-01,ltMyRE3yvVUaw,Tennessee,Titans,TEN,RtOjnciWkJPaL,Jacksonville,Jaguars,JAC,-3.0,3.0,44.5,69143,172,Outdoors,Grass,TEN,Accepted,,,59.0,40.0,11.0,https://www.pro-football-reference.com/boxscores/200911010oti.htm
2009,2009-11-01,SjaMbkmeizJD4,Los Angeles,Chargers,LAC,LZoDld8s63xUs,Las Vegas,Raiders,LV,-16.5,16.5,41.5,67016,167,Outdoors,Grass,LV,Accepted,,,78.0,26.0,8.0,https://www.pro-football-reference.com/boxscores/200911010sdg.htm
2009,2009-11-01,GJizlkzQFaqGA,Arizona,Cardinals,ARI,jJBGuksuDJF5L,Carolina,Panthers,CAR,-10.0,10.0,41.0,62031,192,Retractable roof (closed),Grass,CAR,Accepted,,,,,,https://www.pro-football-reference.com/boxscores/200911010crd.htm
2009,2009-11-01,D5QY6bOxfn8ZL,Green Bay,Packers,GB,AzOs5UWsXusSW,Minnesota,Vikings,MIN,-3.0,3.0,47.0,71213,189,Outdoors,Grass,GB,Accepted,,,48.0,56.0,6.0,https://www.pro-football-reference.com/boxscores/200911010gnb.htm
2009,2009-11-02,CI5mhfNa0Zqd2,New Orleans,Saints,NO,mLspw4gJNTQGN,Atlanta,Falcons,ATL,-12.0,12.0,56.0,70088,216,Dome,Fieldturf,ATL,Accepted,,,,,,https://www.pro-football-reference.com/boxscores/200911020nor.htm
2009,2009-11-08,22ZdibiqvfA2D,Cincinnati,Bengals,CIN,zyhFXj1nywrm1,Baltimore,Ravens,BAL,3.0,-3.0,44.5,64313,190,Outdoors,Fieldturf,CIN,Accepted,,,67.0,48.0,7.0,https://www.pro-football-reference.com/boxscores/200911080cin.htm
2009,2009-11-08,LJmHetie5VbbO,Indianapolis,Colts,IND,UI0Ax4HUEXFh6,Houston,Texans,HOU,-8.5,8.5,49.5,66033,186,Retractable roof (open),Fieldturf,IND,Accepted,,,,,,https://www.pro-football-reference.com/boxscores/200911080clt.htm
2009,2009-11-08,VkxV91RtzHn65,New England,Patriots,NE,mfbu6O5aMHbJg,Miami,Dolphins,MIA,-10.5,10.5,46.5,68756,192,Outdoors,Fieldturf,MIA,Deferred,,,65.0,44.0,8.0,https://www.pro-football-reference.com/boxscores/200911080nwe.htm
2009,2009-11-08,mLspw4gJNTQGN,Atlanta,Falcons,ATL,9JtBk8kFeaGEs,Washington,Football Team,WAS,-9.0,9.0,41.0,67982,177,Dome,Fieldturf,ATL,Accepted,,,,,,https://www.pro-football-reference.com/boxscores/200911080atl.htm
2009,2009-11-08,1vVmWGzUZ1rea,Chicago,Bears,CHI,GJizlkzQFaqGA,Arizona,Cardinals,ARI,-3.0,3.0,44.5,62309,184,Outdoors,Grass,ARI,Accepted,,,65.0,71.0,12.0,https://www.pro-football-reference.com/boxscores/200911080chi.htm
2009,2009-11-08,QMAZH1v922YLu,Tampa Bay,Buccaneers,TB,D5QY6bOxfn8ZL,Green Bay,Packers,GB,9.5,-9.5,43.5,62994,206,Outdoors,Grass,TB,Accepted,,,82.0,48.0,13.0,https://www.pro-football-reference.com/boxscores/200911080tam.htm
2009,2009-11-08,RtOjnciWkJPaL,Jacksonville,Jaguars,JAC,oiGiwWPf0UqMC,Kansas City,Chiefs,KC,-7.0,7.0,41.5,45546,185,Outdoors,Grass,KC,Deferred,,,75.0,55.0,12.0,https://www.pro-football-reference.com/boxscores/200911080jax.htm
2009,2009-11-08,CI5mhfNa0Zqd2,New Orleans,Saints,NO,jJBGuksuDJF5L,Carolina,Panthers,CAR,-13.0,13.0,51.5,70011,184,Dome,Fieldturf,CAR,Accepted,,,,,,https://www.pro-football-reference.com/boxscores/200911080nor.htm
2009,2009-11-08,4M8AK5p0WXs1N,Seattle,Seahawks,SEA,FCuH1wdksA2DQ,Detroit,Lions,DET,-10.0,10.0,42.0,67003,195,Outdoors,Fieldturf,SEA,Deferred,,,48.0,80.0,11.0,https://www.pro-football-reference.com/boxscores/200911080sea.htm
2009,2009-11-08,IwSI92ZDKoazn,San Francisco,49ers,SF,ltMyRE3yvVUaw,Tennessee,Titans,TEN,-4.0,4.0,40.5,69732,206,Outdoors,Grass,SF,Deferred,,,63.0,57.0,5.0,https://www.pro-football-reference.com/boxscores/200911080sfo.htm
2009,2009-11-08,n8CuHV9wbYCqF,New York,Giants,NYG,SjaMbkmeizJD4,Los Angeles,Chargers,LAC,-4.5,4.5,48.0,78774,180,Outdoors,Fieldturf,NYG,Accepted,,,71.0,39.0,2.0,https://www.pro-football-reference.com/boxscores/200911080nyg.htm
2009,2009-11-08,hjjmgzxilGWdr,Philadelphia,Eagles,PHI,KdjU81i7YSFE7,Dallas,Cowboys,DAL,-3.0,3.0,50.0,69144,198,Outdoors,Grass,DAL,Accepted,,,61.0,61.0,1.0,https://www.pro-football-reference.com/boxscores/200911080phi.htm
2009,2009-11-09,6DclFuycdPaOB,Denver,Broncos,DEN,SlVgURDFI7EXX,Pittsburgh,Steelers,PIT,3.0,-3.0,41.5,76716,178,Outdoors,Grass,PIT,Deferred,,,55.0,37.0,7.0,https://www.pro-football-reference.com/boxscores/200911090den.htm
2009,2009-11-12,IwSI92ZDKoazn,San Francisco,49ers,SF,1vVmWGzUZ1rea,Chicago,Bears,CHI,-3.0,3.0,43.5,69732,183,Outdoors,Grass,SF,Deferred,,,60.0,51.0,18.0,https://www.pro-football-reference.com/boxscores/200911120sfo.htm
2009,2009-11-15,u98I1lDKQBwZ0,Los Angeles,Rams,LA,CI5mhfNa0Zqd2,New Orleans,Saints,NO,14.5,-14.5,51.0,59858,190,Dome,Fieldturf,LA,Accepted,,,,,,https://www.pro-football-reference.com/boxscores/200911150ram.htm
2009,2009-11-15,ltMyRE3yvVUaw,Tennessee,Titans,TEN,3VqeLK0LS9rpw,Buffalo,Bills,BUF,-7.5,7.5,41.0,69143,185,Outdoors,Grass,BUF,Deferred,,,68.0,50.0,5.0,https://www.pro-football-reference.com/boxscores/200911150oti.htm
2009,2009-11-15,SlVgURDFI7EXX,Pittsburgh,Steelers,PIT,22ZdibiqvfA2D,Cincinnati,Bengals,CIN,-6.5,6.5,41.5,65392,183,Outdoors,Dessograss,CIN,Accepted,,,64.0,55.0,4.0,https://www.pro-football-reference.com/boxscores/200911150pit.htm
2009,2009-11-15,9JtBk8kFeaGEs,Washington,Football Team,WAS,6DclFuycdPaOB,Denver,Broncos,DEN,3.5,-3.5,36.5,85247,176,Outdoors,Grass,DEN,Accepted,,,70.0,77.0,0.0,https://www.pro-football-reference.com/boxscores/200911150was.htm
2009,2009-11-15,mexvMWO2v1hWn,New York,Jets,NYJ,RtOjnciWkJPaL,Jacksonville,Jaguars,JAC,-6.5,6.5,41.0,76313,170,Outdoors,Fieldturf,JAC,Deferred,,,62.0,88.0,5.0,https://www.pro-football-reference.com/boxscores/200911150nyj.htm
2009,2009-11-15,jJBGuksuDJF5L,Carolina,Panthers,CAR,mLspw4gJNTQGN,Atlanta,Falcons,ATL,1.0,-1.0,43.5,73239,174,Outdoors,Grass,CAR,Accepted,,,73.0,80.0,3.0,https://www.pro-football-reference.com/boxscores/200911150car.htm
2009,2009-11-15,mfbu6O5aMHbJg,Miami,Dolphins,MIA,QMAZH1v922YLu,Tampa Bay,Buccaneers,TB,-10.0,10.0,43.5,66085,194,Outdoors,Grass,TB,Accepted,,,80.0,43.0,9.0,https://www.pro-football-reference.com/boxscores/200911150mia.htm
2009,2009-11-15,AzOs5UWsXusSW,Minnesota,Vikings,MIN,FCuH1wdksA2DQ,Detroit,Lions,DET,-17.0,17.0,47.5,63854,200,Dome,Fieldturf,MIN,Accepted,,,,,,https://www.pro-football-reference.com/boxscores/200911150min.htm
2009,2009-11-15,LZoDld8s63xUs,Las Vegas,Raiders,LV,oiGiwWPf0UqMC,Kansas City,Chiefs,KC,-2.5,2.5,36.0,40720,207,Outdoors,Grass,LV,Accepted,,,60.0,47.0,5.0,https://www.pro-football-reference.com/boxscores/200911150rai.htm
2009,2009-11-15,GJizlkzQFaqGA,Arizona,Cardinals,ARI,4M8AK5p0WXs1N,Seattle,Seahawks,SEA,-8.5,8.5,46.5,62278,208,Retractable roof (closed),Grass,SEA,Accepted,,,,,,https://www.pro-football-reference.com/boxscores/200911150crd.htm
2009,2009-11-15,D5QY6bOxfn8ZL,Green Bay,Packers,GB,KdjU81i7YSFE7,Dallas,Cowboys,DAL,3.0,-3.0,48.0,70894,199,Outdoors,Grass,GB,Accepted,,,47.0,43.0,10.0,https://www.pro-football-reference.com/boxscores/200911150gnb.htm
2009,2009-11-15,SjaMbkmeizJD4,Los Angeles,Chargers,LAC,hjjmgzxilGWdr,Philadelphia,Eagles,PHI,-1.5,1.5,47.0,68879,185,Outdoors,Grass,LAC,Accepted,,,71.0,58.0,8.0,https://www.pro-football-reference.com/boxscores/200911150sdg.htm
2009,2009-11-15,LJmHetie5VbbO,Indianapolis,Colts,IND,VkxV91RtzHn65,New England,Patriots,NE,-1.5,1.5,48.5,67476,190,Retractable roof (closed),Fieldturf,NE,Deferred,,,,,,https://www.pro-football-reference.com/boxscores/200911150clt.htm
2009,2009-11-16,IR4gIYmh269EI,Cleveland,Browns,CLE,zyhFXj1nywrm1,Baltimore,Ravens,BAL,11.0,-11.0,39.0,69023,179,Outdoors,Grass,BAL,Accepted,,,46.0,0.0,16.0,https://www.pro-football-reference.com/boxscores/200911160cle.htm
2009,2009-11-19,jJBGuksuDJF5L,Carolina,Panthers,CAR,mfbu6O5aMHbJg,Miami,Dolphins,MIA,-3.5,3.5,42.0,73475,190,Outdoors,Grass,CAR,Accepted,,,56.0,81.0,2.0,https://www.pro-football-reference.com/boxscores/200911190car.htm
2009,2009-11-22,oiGiwWPf0UqMC,Kansas City,Chiefs,KC,SlVgURDFI7EXX,Pittsburgh,Steelers,PIT,11.5,-11.5,39.5,70261,195,Outdoors,Grass,KC,Accepted,PIT,Accepted,55.0,62.0,5.0,https://www.pro-football-reference.com/boxscores/200911220kan.htm
2009,2009-11-22,QMAZH1v922YLu,Tampa Bay,Buccaneers,TB,CI5mhfNa0Zqd2,New Orleans,Saints,NO,10.5,-10.5,51.0,62720,184,Outdoors,Grass,NO,Accepted,,,79.0,78.0,8.0,https://www.pro-football-reference.com/boxscores/200911220tam.htm
2009,2009-11-22,FCuH1wdksA2DQ,Detroit,Lions,DET,IR4gIYmh269EI,Cleveland,Browns,CLE,-3.0,3.0,37.5,43170,202,Dome,Fieldturf,CLE,Accepted,,,,,,https://www.pro-football-reference.com/boxscores/200911220det.htm
2009,2009-11-22,zyhFXj1nywrm1,Baltimore,Ravens,BAL,LJmHetie5VbbO,Indianapolis,Colts,IND,1.5,-1.5,44.5,71320,184,Outdoors,Sportturf,BAL,Deferred,,,56.0,52.0,7.0,https://www.pro-football-reference.com/boxscores/200911220rav.htm
2009,2009-11-22,D5QY6bOxfn8ZL,Green Bay,Packers,GB,IwSI92ZDKoazn,San Francisco,49ers,SF,-6.0,6.0,42.0,70445,194,Outdoors,Grass,GB,Accepted,,,53.0,77.0,13.0,https://www.pro-football-reference.com/boxscores/200911220gnb.htm
2009,2009-11-22,n8CuHV9wbYCqF,New York,Giants,NYG,mLspw4gJNTQGN,Atlanta,Falcons,ATL,-7.0,7.0,46.5,78491,193,Outdoors,Fieldturf,NYG,Accepted,NYG,Accepted,53.0,54.0,10.0,https://www.pro-football-reference.com/boxscores/200911220nyg.htm
2009,2009-11-22,RtOjnciWkJPaL,Jacksonville,Jaguars,JAC,3VqeLK0LS9rpw,Buffalo,Bills,BUF,-8.5,8.5,41.0,47757,178,Outdoors,Grass,BUF,Accepted,,,74.0,85.0,10.0,https://www.pro-football-reference.com/boxscores/200911220jax.htm
2009,2009-11-22,KdjU81i7YSFE7,Dallas,Cowboys,DAL,9JtBk8kFeaGEs,Washington,Football Team,WAS,-10.5,10.5,41.5,85277,185,Retractable roof (closed),Fieldturf,DAL,Accepted,,,,,,https://www.pro-football-reference.com/boxscores/200911220dal.htm
2009,2009-11-22,AzOs5UWsXusSW,Minnesota,Vikings,MIN,4M8AK5p0WXs1N,Seattle,Seahawks,SEA,-11.0,11.0,47.0,63854,172,Dome,Fieldturf,SEA,Accepted,,,,,,https://www.pro-football-reference.com/boxscores/200911220min.htm
2009,2009-11-22,u98I1lDKQBwZ0,Los Angeles,Rams,LA,GJizlkzQFaqGA,Arizona,Cardinals,ARI,9.0,-9.0,47.0,59839,176,Dome,Fieldturf,ARI,Accepted,,,,,,https://www.pro-football-reference.com/boxscores/200911220ram.htm
2009,2009-11-22,LZoDld8s63xUs,Las Vegas,Raiders,LV,22ZdibiqvfA2D,Cincinnati,Bengals,CIN,8.5,-8.5,36.0,34112,189,Outdoors,Grass,CIN,Accepted,,,54.0,84.0,8.0,https://www.pro-football-reference.com/boxscores/200911220rai.htm
2009,2009-11-22,6DclFuycdPaOB,Denver,Broncos,DEN,SjaMbkmeizJD4,Los Angeles,Chargers,LAC,6.0,-6.0,42.0,74707,174,Outdoors,Grass,DEN,Accepted,,,51.0,25.0,3.0,https://www.pro-football-reference.com/boxscores/200911220den.htm
2009,2009-11-22,VkxV91RtzHn65,New England,Patriots,NE,mexvMWO2v1hWn,New York,Jets,NYJ,-11.0,11.0,45.0,68756,190,Outdoors,Fieldturf,NYJ,Deferred,,,45.0,68.0,10.0,https://www.pro-football-reference.com/boxscores/200911220nwe.htm
2009,2009-11-22,1vVmWGzUZ1rea,Chicago,Bears,CHI,hjjmgzxilGWdr,Philadelphia,Eagles,PHI,3.5,-3.5,47.0,62421,182,Outdoors,Grass,PHI,Accepted,,,47.0,87.0,5.0,https://www.pro-football-reference.com/boxscores/200911220chi.htm
2009,2009-11-23,UI0Ax4HUEXFh6,Houston,Texans,HOU,ltMyRE3yvVUaw,Tennessee,Titans,TEN,-3.5,3.5,48.0,71153,185,Retractable roof (open),Grass,TEN,Deferred,,,,,,https://www.pro-football-reference.com/boxscores/200911230htx.htm
2009,2009-11-26,FCuH1wdksA2DQ,Detroit,Lions,DET,D5QY6bOxfn8ZL,Green Bay,Packers,GB,11.5,-11.5,48.0,57383,197,Dome,Fieldturf,GB,Accepted,,,,,,https://www.pro-football-reference.com/boxscores/200911260det.htm
2009,2009-11-26,KdjU81i7YSFE7,Dallas,Cowboys,DAL,LZoDld8s63xUs,Las Vegas,Raiders,LV,-13.5,13.5,40.5,83489,191,Retractable roof (open),Fieldturf,LV,Accepted,,,,,,https://www.pro-football-reference.com/boxscores/200911260dal.htm
2009,2009-11-26,6DclFuycdPaOB,Denver,Broncos,DEN,n8CuHV9wbYCqF,New York,Giants,NYG,4.5,-4.5,43.5,74896,180,Outdoors,Grass,NYG,Accepted,,,57.0,15.0,0.0,https://www.pro-football-reference.com/boxscores/200911260den.htm
2009,2009-11-29,u98I1lDKQBwZ0,Los Angeles,Rams,LA,4M8AK5p0WXs1N,Seattle,Seahawks,SEA,3.5,-3.5,42.5,47475,182,Dome,Fieldturf,SEA,Accepted,,,,,,https://www.pro-football-reference.com/boxscores/200911290ram.htm
2009,2009-11-29,3VqeLK0LS9rpw,Buffalo,Bills,BUF,mfbu6O5aMHbJg,Miami,Dolphins,MIA,3.5,-3.5,38.5,70155,176,Outdoors,Astroplay,MIA,Deferred,,,49.0,64.0,15.0,https://www.pro-football-reference.com/boxscores/200911290buf.htm
2009,2009-11-29,mexvMWO2v1hWn,New York,Jets,NYJ,jJBGuksuDJF5L,Carolina,Panthers,CAR,-3.5,3.5,41.5,76381,178,Outdoors,Fieldturf,NYJ,Deferred,,,53.0,44.0,9.0,https://www.pro-football-reference.com/boxscores/200911290nyj.htm
2009,2009-11-29,22ZdibiqvfA2D,Cincinnati,Bengals,CIN,IR4gIYmh269EI,Cleveland,Browns,CLE,-12.0,12.0,39.5,64553,188,Outdoors,Fieldturf,CLE,Accepted,,,59.0,41.0,15.0,https://www.pro-football-reference.com/boxscores/200911290cin.htm
2009,2009-11-29,UI0Ax4HUEXFh6,Houston,Texans,HOU,LJmHetie5VbbO,Indianapolis,Colts,IND,3.0,-3.0,48.0,70990,176,Retractable roof (open),Grass,HOU,Accepted,,,,,,https://www.pro-football-reference.com/boxscores/200911290htx.htm
2009,2009-11-29,mLspw4gJNTQGN,Atlanta,Falcons,ATL,QMAZH1v922YLu,Tampa Bay,Buccaneers,TB,-12.5,12.5,46.0,67029,199,Dome,Fieldturf,TB,Deferred,,,,,,https://www.pro-football-reference.com/boxscores/200911290atl.htm
2009,2009-11-29,hjjmgzxilGWdr,Philadelphia,Eagles,PHI,9JtBk8kFeaGEs,Washington,Football Team,WAS,-10.0,10.0,40.5,69144,193,Outdoors,Grass,PHI,Deferred,,,56.0,52.0,10.0,https://www.pro-football-reference.com/boxscores/200911290phi.htm
2009,2009-11-29,IwSI92ZDKoazn,San Francisco,49ers,SF,RtOjnciWkJPaL,Jacksonville,Jaguars,JAC,-3.0,3.0,42.5,69732,174,Outdoors,Grass,JAC,Deferred,,,68.0,20.0,0.0,https://www.pro-football-reference.com/boxscores/200911290sfo.htm
2009,2009-11-29,SjaMbkmeizJD4,Los Angeles,Chargers,LAC,oiGiwWPf0UqMC,Kansas City,Chiefs,KC,-13.5,13.5,45.0,65280,176,Outdoors,Grass,LAC,Accepted,,,63.0,60.0,8.0,https://www.pro-football-reference.com/boxscores/200911290sdg.htm
2009,2009-11-29,AzOs5UWsXusSW,Minnesota,Vikings,MIN,1vVmWGzUZ1rea,Chicago,Bears,CHI,-10.0,10.0,47.0,63854,189,Dome,Fieldturf,MIN,Accepted,,,,,,https://www.pro-football-reference.com/boxscores/200911290min.htm
2009,2009-11-29,ltMyRE3yvVUaw,Tennessee,Titans,TEN,GJizlkzQFaqGA,Arizona,Cardinals,ARI,-2.0,2.0,45.5,69143,177,Outdoors,Grass,TEN,Deferred,,,59.0,52.0,9.0,https://www.pro-football-reference.com/boxscores/200911290oti.htm
2009,2009-11-29,zyhFXj1nywrm1,Baltimore,Ravens,BAL,SlVgURDFI7EXX,Pittsburgh,Steelers,PIT,-8.0,8.0,34.0,71314,197,Outdoors,Sportturf,BAL,Deferred,PIT,Accepted,58.0,64.0,5.0,https://www.pro-football-reference.com/boxscores/200911290rav.htm
2009,2009-11-30,CI5mhfNa0Zqd2,New Orleans,Saints,NO,VkxV91RtzHn65,New England,Patriots,NE,-1.5,1.5,56.5,70768,174,Dome,Fieldturf,NE,Deferred,,,,,,https://www.pro-football-reference.com/boxscores/200911300nor.htm
2009,2009-12-03,3VqeLK0LS9rpw,Buffalo,Bills,BUF,mexvMWO2v1hWn,New York,Jets,NYJ,3.5,-3.5,37.0,51567,174,Dome,Fieldturf,BUF,Accepted,,,,,,https://www.pro-football-reference.com/boxscores/200912030buf.htm
2009,2009-12-06,oiGiwWPf0UqMC,Kansas City,Chiefs,KC,6DclFuycdPaOB,Denver,Broncos,DEN,6.0,-6.0,39.0,68912,189,Outdoors,Grass,KC,Deferred,,,37.0,45.0,6.0,https://www.pro-football-reference.com/boxscores/200912060kan.htm
2009,2009-12-06,1vVmWGzUZ1rea,Chicago,Bears,CHI,u98I1lDKQBwZ0,Los Angeles,Rams,LA,-9.0,9.0,41.0,61892,167,Outdoors,Grass,CHI,Accepted,,,36.0,56.0,8.0,https://www.pro-football-reference.com/boxscores/200912060chi.htm
2009,2009-12-06,22ZdibiqvfA2D,Cincinnati,Bengals,CIN,FCuH1wdksA2DQ,Detroit,Lions,DET,-13.5,13.5,42.0,62545,178,Outdoors,Fieldturf,DET,Accepted,,,34.0,49.0,7.0,https://www.pro-football-reference.com/boxscores/200912060cin.htm
2009,2009-12-06,mfbu6O5aMHbJg,Miami,Dolphins,MIA,VkxV91RtzHn65,New England,Patriots,NE,5.0,-5.0,46.5,70102,191,Outdoors,Grass,MIA,Deferred,,,75.0,66.0,5.0,https://www.pro-football-reference.com/boxscores/200912060mia.htm
2009,2009-12-06,SlVgURDFI7EXX,Pittsburgh,Steelers,PIT,LZoDld8s63xUs,Las Vegas,Raiders,LV,-15.0,15.0,37.0,61820,188,Outdoors,Dessograss,PIT,Accepted,,,28.0,54.0,6.0,https://www.pro-football-reference.com/boxscores/200912060pit.htm
2009,2009-12-06,mLspw4gJNTQGN,Atlanta,Falcons,ATL,hjjmgzxilGWdr,Philadelphia,Eagles,PHI,4.0,-4.0,43.5,69560,180,Dome,Fieldturf,ATL,Accepted,,,,,,https://www.pro-football-reference.com/boxscores/200912060atl.htm
2009,2009-12-06,jJBGuksuDJF5L,Carolina,Panthers,CAR,QMAZH1v922YLu,Tampa Bay,Buccaneers,TB,-3.5,3.5,40.0,72455,192,Outdoors,Grass,CAR,Accepted,,,43.0,50.0,7.0,https://www.pro-football-reference.com/boxscores/200912060car.htm
2009,2009-12-06,LJmHetie5VbbO,Indianapolis,Colts,IND,ltMyRE3yvVUaw,Tennessee,Titans,TEN,-6.0,6.0,47.0,66321,181,Retractable roof (closed),Fieldturf,IND,Accepted,,,,,,https://www.pro-football-reference.com/boxscores/200912060clt.htm
2009,2009-12-06,RtOjnciWkJPaL,Jacksonville,Jaguars,JAC,UI0Ax4HUEXFh6,Houston,Texans,HOU,1.5,-1.5,47.5,42079,176,Outdoors,Grass,HOU,Deferred,,,54.0,71.0,6.0,https://www.pro-football-reference.com/boxscores/200912060jax.htm
2009,2009-12-06,9JtBk8kFeaGEs,Washington,Football Team,WAS,CI5mhfNa0Zqd2,New Orleans,Saints,NO,8.0,-8.0,47.0,84520,228,Outdoors,Grass,NO,Accepted,WAS,Accepted,36.0,52.0,9.0,https://www.pro-football-reference.com/boxscores/200912060was.htm
2009,2009-12-06,IR4gIYmh269EI,Cleveland,Browns,CLE,SjaMbkmeizJD4,Los Angeles,Chargers,LAC,13.5,-13.5,42.5,67978,186,Outdoors,Grass,CLE,Accepted,,,34.0,44.0,8.0,https://www.pro-football-reference.com/boxscores/200912060cle.htm
2009,2009-12-06,n8CuHV9wbYCqF,New York,Giants,NYG,KdjU81i7YSFE7,Dallas,Cowboys,DAL,1.5,-1.5,45.5,79244,192,Outdoors,Fieldturf,DAL,Accepted,,,37.0,46.0,8.0,https://www.pro-football-reference.com/boxscores/200912060nyg.htm
2009,2009-12-06,4M8AK5p0WXs1N,Seattle,Seahawks,SEA,IwSI92ZDKoazn,San Francisco,49ers,SF,1.0,-1.0,41.5,67761,187,Outdoors,Fieldturf,SEA,Accepted,,,35.0,57.0,6.0,https://www.pro-football-reference.com/boxscores/200912060sea.htm
2009,2009-12-06,GJizlkzQFaqGA,Arizona,Cardinals,ARI,AzOs5UWsXusSW,Minnesota,Vikings,MIN,3.0,-3.0,49.0,64121,196,Retractable roof (closed),Grass,ARI,Accepted,,,,,,https://www.pro-football-reference.com/boxscores/200912060crd.htm
2009,2009-12-07,D5QY6bOxfn8ZL,Green Bay,Packers,GB,zyhFXj1nywrm1,Baltimore,Ravens,BAL,-4.0,4.0,43.0,70286,203,Outdoors,Grass,GB,Accepted,,,21.0,77.0,4.0,https://www.pro-football-reference.com/boxscores/200912070gnb.htm
