season,event_date,tm_nano,tm_market,tm_name,tm_alias,opp_nano,opp_market,opp_name,opp_alias,tm_spread,opp_spread,total,attendance,duration,roof_type,surface_type,won_toss,won_toss_decision,won_toss_overtime,won_toss_overtime_decision,temperature,humidity_pct,wind_speed,boxscore_stats_link
2009,2009-09-13,n8CuHV9wbYCqF,New York,Giants,NYG,9JtBk8kFeaGEs,Washington,Football Team,WAS,-6.0,6.0,37.0,78206,172,Outdoors,Fieldturf,NYG,Accepted,,,80.0,41.0,8.0,https://www.pro-football-reference.com/boxscores/200909130nyg.htm
2009,2009-09-13,4M8AK5p0WXs1N,Seattle,Seahawks,SEA,u98I1lDKQBwZ0,Los Angeles,Rams,LA,-7.0,7.0,41.0,67610,178,Outdoors,Fieldturf,SEA,Deferred,,,73.0,55.0,5.0,https://www.pro-football-reference.com/boxscores/200909130sea.htm
2009,2009-09-13,D5QY6bOxfn8ZL,Green Bay,Packers,GB,1vVmWGzUZ1rea,Chicago,Bears,CHI,-5.0,5.0,47.0,70920,195,Outdoors,Grass,GB,Accepted,,,76.0,59.0,0.0,https://www.pro-football-reference.com/boxscores/200909130gnb.htm
2009,2009-09-14,VkxV91RtzHn65,New England,Patriots,NE,3VqeLK0LS9rpw,Buffalo,Bills,BUF,-13.5,13.5,47.5,68756,183,Outdoors,Fieldturf,BUF,Deferred,,,70.0,53.0,5.0,https://www.pro-football-reference.com/boxscores/200909140nwe.htm
2009,2009-09-14,LZoDld8s63xUs,Las Vegas,Raiders,LV,SjaMbkmeizJD4,Los Angeles,Chargers,LAC,10.0,-10.0,43.0,61940,203,Outdoors,Grass,LV,Accepted,,,63.0,86.0,12.0,https://www.pro-football-reference.com/boxscores/200909140rai.htm
2009,2009-09-20,oiGiwWPf0UqMC,Kansas City,Chiefs,KC,LZoDld8s63xUs,Las Vegas,Raiders,LV,-1.5,1.5,40.0,69169,189,Outdoors,Grass,LV,Accepted,,,72.0,70.0,5.0,https://www.pro-football-reference.com/boxscores/200909200kan.htm
2009,2009-09-20,mLspw4gJNTQGN,Atlanta,Falcons,ATL,jJBGuksuDJF5L,Carolina,Panthers,CAR,-5.5,5.5,43.5,67313,211,Dome,Fieldturf,CAR,Accepted,,,,,,https://www.pro-football-reference.com/boxscores/200909200atl.htm
2009,2009-09-20,D5QY6bOxfn8ZL,Green Bay,Packers,GB,22ZdibiqvfA2D,Cincinnati,Bengals,CIN,-7.5,7.5,42.0,70678,201,Outdoors,Grass,GB,Accepted,,,68.0,54.0,7.0,https://www.pro-football-reference.com/boxscores/200909200gnb.htm
2009,2009-09-20,mexvMWO2v1hWn,New York,Jets,NYJ,VkxV91RtzHn65,New England,Patriots,NE,3.5,-3.5,45.0,78312,186,Outdoors,Fieldturf,NYJ,Deferred,,,69.0,41.0,5.0,https://www.pro-football-reference.com/boxscores/200909200nyj.htm
2009,2009-09-20,9JtBk8kFeaGEs,Washington,Football Team,WAS,u98I1lDKQBwZ0,Los Angeles,Rams,LA,-10.0,10.0,37.0,87780,169,Outdoors,Grass,WAS,Accepted,,,72.0,62.0,7.0,https://www.pro-football-reference.com/boxscores/200909200was.htm
2009,2009-09-20,RtOjnciWkJPaL,Jacksonville,Jaguars,JAC,GJizlkzQFaqGA,Arizona,Cardinals,ARI,-3.0,3.0,44.0,46520,192,Outdoors,Grass,ARI,Accepted,,,83.0,74.0,8.0,https://www.pro-football-reference.com/boxscores/200909200jax.htm
2009,2009-09-20,FCuH1wdksA2DQ,Detroit,Lions,DET,AzOs5UWsXusSW,Minnesota,Vikings,MIN,10.0,-10.0,45.0,56269,177,Dome,Fieldturf,MIN,Accepted,,,,,,https://www.pro-football-reference.com/boxscores/200909200det.htm
2009,2009-09-20,ltMyRE3yvVUaw,Tennessee,Titans,TEN,UI0Ax4HUEXFh6,Houston,Texans,HOU,-7.0,7.0,40.5,69143,206,Outdoors,Grass,TEN,Deferred,,,77.0,83.0,13.0,https://www.pro-football-reference.com/boxscores/200909200oti.htm
2009,2009-09-20,hjjmgzxilGWdr,Philadelphia,Eagles,PHI,CI5mhfNa0Zqd2,New Orleans,Saints,NO,2.5,-2.5,46.0,69144,199,Outdoors,Grass,NO,Accepted,,,68.0,53.0,2.0,https://www.pro-football-reference.com/boxscores/200909200phi.htm
2009,2009-09-20,3VqeLK0LS9rpw,Buffalo,Bills,BUF,QMAZH1v922YLu,Tampa Bay,Buccaneers,TB,-4.0,4.0,42.0,70318,204,Outdoors,Astroplay,BUF,Deferred,,,74.0,47.0,4.0,https://www.pro-football-reference.com/boxscores/200909200buf.htm
2009,2009-09-20,IwSI92ZDKoazn,San Francisco,49ers,SF,4M8AK5p0WXs1N,Seattle,Seahawks,SEA,-1.0,1.0,38.5,69732,178,Outdoors,Grass,SEA,Accepted,,,68.0,70.0,0.0,https://www.pro-football-reference.com/boxscores/200909200sfo.htm
2009,2009-09-20,1vVmWGzUZ1rea,Chicago,Bears,CHI,SlVgURDFI7EXX,Pittsburgh,Steelers,PIT,3.0,-3.0,38.5,62231,174,Outdoors,Grass,CHI,Accepted,,,70.0,63.0,13.0,https://www.pro-football-reference.com/boxscores/200909200chi.htm
2009,2009-09-20,6DclFuycdPaOB,Denver,Broncos,DEN,IR4gIYmh269EI,Cleveland,Browns,CLE,-3.0,3.0,38.5,73931,175,Outdoors,Grass,DEN,Accepted,,,82.0,20.0,9.0,https://www.pro-football-reference.com/boxscores/200909200den.htm
2009,2009-09-20,SjaMbkmeizJD4,Los Angeles,Chargers,LAC,zyhFXj1nywrm1,Baltimore,Ravens,BAL,-1.0,1.0,41.0,66882,194,Outdoors,Grass,BAL,Deferred,,,83.0,50.0,8.0,https://www.pro-football-reference.com/boxscores/200909200sdg.htm
2009,2009-09-20,KdjU81i7YSFE7,Dallas,Cowboys,DAL,n8CuHV9wbYCqF,New York,Giants,NYG,-3.0,3.0,45.5,105121,207,Retractable roof (open),Fieldturf,DAL,Accepted,,,,,,https://www.pro-football-reference.com/boxscores/200909200dal.htm
2009,2009-09-21,mfbu6O5aMHbJg,Miami,Dolphins,MIA,LJmHetie5VbbO,Indianapolis,Colts,IND,3.0,-3.0,41.0,66227,171,Outdoors,Grass,IND,Accepted,,,84.0,67.0,10.0,https://www.pro-football-reference.com/boxscores/200909210mia.htm
2009,2009-09-27,u98I1lDKQBwZ0,Los Angeles,Rams,LA,D5QY6bOxfn8ZL,Green Bay,Packers,GB,6.5,-6.5,43.0,60234,188,Dome,Fieldturf,LA,Accepted,,,,,,https://www.pro-football-reference.com/boxscores/200909270ram.htm
2009,2009-09-27,QMAZH1v922YLu,Tampa Bay,Buccaneers,TB,n8CuHV9wbYCqF,New York,Giants,NYG,6.5,-6.5,46.0,63689,168,Outdoors,Grass,NYG,Accepted,,,88.0,75.0,12.0,https://www.pro-football-reference.com/boxscores/200909270tam.htm
2009,2009-09-27,VkxV91RtzHn65,New England,Patriots,NE,mLspw4gJNTQGN,Atlanta,Falcons,ATL,-4.5,4.5,45.5,68756,182,Outdoors,Fieldturf,ATL,Accepted,,,62.0,96.0,0.0,https://www.pro-football-reference.com/boxscores/200909270nwe.htm
2009,2009-09-27,zyhFXj1nywrm1,Baltimore,Ravens,BAL,IR4gIYmh269EI,Cleveland,Browns,CLE,-13.5,13.5,38.5,70950,166,Outdoors,Sportturf,CLE,Accepted,,,72.0,96.0,6.0,https://www.pro-football-reference.com/boxscores/200909270rav.htm
2009,2009-09-27,FCuH1wdksA2DQ,Detroit,Lions,DET,9JtBk8kFeaGEs,Washington,Football Team,WAS,6.0,-6.0,39.5,40896,198,Dome,Fieldturf,DET,Accepted,,,,,,https://www.pro-football-reference.com/boxscores/200909270det.htm
2009,2009-09-27,hjjmgzxilGWdr,Philadelphia,Eagles,PHI,oiGiwWPf0UqMC,Kansas City,Chiefs,KC,-7.5,7.5,39.0,69144,170,Outdoors,Grass,PHI,Accepted,,,69.0,84.0,6.0,https://www.pro-football-reference.com/boxscores/200909270phi.htm
2009,2009-09-27,UI0Ax4HUEXFh6,Houston,Texans,HOU,RtOjnciWkJPaL,Jacksonville,Jaguars,JAC,-4.5,4.5,47.5,70083,188,Retractable roof (closed),Grass,JAC,Deferred,,,,,,https://www.pro-football-reference.com/boxscores/200909270htx.htm
2009,2009-09-27,AzOs5UWsXusSW,Minnesota,Vikings,MIN,IwSI92ZDKoazn,San Francisco,49ers,SF,-7.0,7.0,39.5,63398,200,Dome,Fieldturf,SF,Accepted,,,,,,https://www.pro-football-reference.com/boxscores/200909270min.htm
2009,2009-09-27,mexvMWO2v1hWn,New York,Jets,NYJ,ltMyRE3yvVUaw,Tennessee,Titans,TEN,-1.0,1.0,36.0,75863,185,Outdoors,Fieldturf,TEN,Deferred,,,66.0,90.0,8.0,https://www.pro-football-reference.com/boxscores/200909270nyj.htm
2009,2009-09-27,3VqeLK0LS9rpw,Buffalo,Bills,BUF,CI5mhfNa0Zqd2,New Orleans,Saints,NO,5.5,-5.5,51.5,70261,185,Outdoors,Astroplay,BUF,Deferred,,,64.0,85.0,9.0,https://www.pro-football-reference.com/boxscores/200909270buf.htm
2009,2009-09-27,4M8AK5p0WXs1N,Seattle,Seahawks,SEA,1vVmWGzUZ1rea,Chicago,Bears,CHI,2.5,-2.5,37.5,67938,193,Outdoors,Fieldturf,CHI,Accepted,,,60.0,61.0,7.0,https://www.pro-football-reference.com/boxscores/200909270sea.htm
2009,2009-09-27,22ZdibiqvfA2D,Cincinnati,Bengals,CIN,SlVgURDFI7EXX,Pittsburgh,Steelers,PIT,3.5,-3.5,37.0,64538,174,Outdoors,Fieldturf,CIN,Accepted,,,65.0,76.0,9.0,https://www.pro-football-reference.com/boxscores/200909270cin.htm
2009,2009-09-27,LZoDld8s63xUs,Las Vegas,Raiders,LV,6DclFuycdPaOB,Denver,Broncos,DEN,2.5,-2.5,38.0,45602,166,Outdoors,Grass,DEN,Deferred,,,81.0,49.0,6.0,https://www.pro-football-reference.com/boxscores/200909270rai.htm
2009,2009-09-27,SjaMbkmeizJD4,Los Angeles,Chargers,LAC,mfbu6O5aMHbJg,Miami,Dolphins,MIA,-5.5,5.5,45.5,67230,176,Outdoors,Grass,LAC,Accepted,,,80.0,58.0,11.0,https://www.pro-football-reference.com/boxscores/200909270sdg.htm
2009,2009-09-27,GJizlkzQFaqGA,Arizona,Cardinals,ARI,LJmHetie5VbbO,Indianapolis,Colts,IND,-3.0,3.0,49.0,62692,180,Retractable roof (closed),Grass,IND,Accepted,,,,,,https://www.pro-football-reference.com/boxscores/200909270crd.htm
2009,2009-09-28,KdjU81i7YSFE7,Dallas,Cowboys,DAL,jJBGuksuDJF5L,Carolina,Panthers,CAR,-8.5,8.5,48.5,90588,175,Retractable roof (closed),Fieldturf,DAL,Accepted,,,,,,https://www.pro-football-reference.com/boxscores/200909280dal.htm
2009,2009-10-04,oiGiwWPf0UqMC,Kansas City,Chiefs,KC,n8CuHV9wbYCqF,New York,Giants,NYG,9.5,-9.5,43.0,69238,192,Outdoors,Grass,KC,Accepted,,,59.0,50.0,10.0,https://www.pro-football-reference.com/boxscores/200910040kan.htm
2009,2009-10-04,9JtBk8kFeaGEs,Washington,Football Team,WAS,QMAZH1v922YLu,Tampa Bay,Buccaneers,TB,-9.0,9.0,35.5,86412,167,Outdoors,Grass,WAS,Accepted,,,69.0,64.0,10.0,https://www.pro-football-reference.com/boxscores/200910040was.htm
2009,2009-10-04,1vVmWGzUZ1rea,Chicago,Bears,CHI,FCuH1wdksA2DQ,Detroit,Lions,DET,-9.5,9.5,43.0,62192,190,Outdoors,Grass,DET,Accepted,,,53.0,70.0,14.0,https://www.pro-football-reference.com/boxscores/200910040chi.htm
2009,2009-10-04,UI0Ax4HUEXFh6,Houston,Texans,HOU,LZoDld8s63xUs,Las Vegas,Raiders,LV,-8.0,8.0,43.0,70291,194,Retractable roof (closed),Grass,HOU,Accepted,,,,,,https://www.pro-football-reference.com/boxscores/200910040htx.htm
2009,2009-10-04,VkxV91RtzHn65,New England,Patriots,NE,zyhFXj1nywrm1,Baltimore,Ravens,BAL,-2.0,2.0,45.0,68756,206,Outdoors,Fieldturf,NE,Deferred,,,64.0,80.0,2.0,https://www.pro-football-reference.com/boxscores/200910040nwe.htm
2009,2009-10-04,IR4gIYmh269EI,Cleveland,Browns,CLE,22ZdibiqvfA2D,Cincinnati,Bengals,CIN,6.5,-6.5,37.5,69844,230,Outdoors,Grass,CIN,Accepted,CIN,Accepted,58.0,66.0,15.0,https://www.pro-football-reference.com/boxscores/200910040cle.htm
2009,2009-10-04,LJmHetie5VbbO,Indianapolis,Colts,IND,4M8AK5p0WXs1N,Seattle,Seahawks,SEA,-10.5,10.5,43.5,66112,184,Retractable roof (open),Fieldturf,SEA,Accepted,,,,,,https://www.pro-football-reference.com/boxscores/200910040clt.htm
2009,2009-10-04,RtOjnciWkJPaL,Jacksonville,Jaguars,JAC,ltMyRE3yvVUaw,Tennessee,Titans,TEN,3.5,-3.5,42.0,49014,184,Outdoors,Grass,TEN,Accepted,,,79.0,68.0,5.0,https://www.pro-football-reference.com/boxscores/200910040jax.htm
2009,2009-10-04,mfbu6O5aMHbJg,Miami,Dolphins,MIA,3VqeLK0LS9rpw,Buffalo,Bills,BUF,-1.5,1.5,37.5,65523,172,Outdoors,Grass,MIA,Deferred,,,88.0,57.0,10.0,https://www.pro-football-reference.com/boxscores/200910040mia.htm
2009,2009-10-04,CI5mhfNa0Zqd2,New Orleans,Saints,NO,mexvMWO2v1hWn,New York,Jets,NYJ,-7.5,7.5,47.0,70009,174,Dome,Fieldturf,NO,Accepted,,,,,,https://www.pro-football-reference.com/boxscores/200910040nor.htm
2009,2009-10-04,6DclFuycdPaOB,Denver,Broncos,DEN,KdjU81i7YSFE7,Dallas,Cowboys,DAL,3.0,-3.0,44.0,76440,185,Outdoors,Grass,DAL,Accepted,,,55.0,45.0,6.0,https://www.pro-football-reference.com/boxscores/200910040den.htm
2009,2009-10-04,IwSI92ZDKoazn,San Francisco,49ers,SF,u98I1lDKQBwZ0,Los Angeles,Rams,LA,-9.5,9.5,36.5,69732,167,Outdoors,Grass,LA,Accepted,,,60.0,51.0,17.0,https://www.pro-football-reference.com/boxscores/200910040sfo.htm
2009,2009-10-04,SlVgURDFI7EXX,Pittsburgh,Steelers,PIT,SjaMbkmeizJD4,Los Angeles,Chargers,LAC,-5.5,5.5,43.5,64045,187,Outdoors,Dessograss,PIT,Accepted,,,54.0,66.0,4.0,https://www.pro-football-reference.com/boxscores/200910040pit.htm
2009,2009-10-05,AzOs5UWsXusSW,Minnesota,Vikings,MIN,D5QY6bOxfn8ZL,Green Bay,Packers,GB,-5.0,5.0,46.5,63846,195,Dome,Fieldturf,GB,Accepted,,,,,,https://www.pro-football-reference.com/boxscores/200910050min.htm
2009,2009-10-11,oiGiwWPf0UqMC,Kansas City,Chiefs,KC,KdjU81i7YSFE7,Dallas,Cowboys,DAL,7.0,-7.0,43.5,71214,209,Outdoors,Grass,DAL,Accepted,KC,Accepted,40.0,60.0,5.0,https://www.pro-football-reference.com/boxscores/200910110kan.htm
2009,2009-10-11,u98I1lDKQBwZ0,Los Angeles,Rams,LA,AzOs5UWsXusSW,Minnesota,Vikings,MIN,10.5,-10.5,41.0,60166,170,Dome,Fieldturf,MIN,Accepted,,,,,,https://www.pro-football-reference.com/boxscores/200910110ram.htm
2009,2009-10-11,3VqeLK0LS9rpw,Buffalo,Bills,BUF,IR4gIYmh269EI,Cleveland,Browns,CLE,-5.5,5.5,42.0,70526,187,Outdoors,Astroplay,BUF,Deferred,,,47.0,54.0,13.0,https://www.pro-football-reference.com/boxscores/200910110buf.htm
2009,2009-10-11,hjjmgzxilGWdr,Philadelphia,Eagles,PHI,QMAZH1v922YLu,Tampa Bay,Buccaneers,TB,-15.5,15.5,42.0,69144,190,Outdoors,Grass,TB,Accepted,,,62.0,45.0,7.0,https://www.pro-football-reference.com/boxscores/200910110phi.htm
2009,2009-10-11,zyhFXj1nywrm1,Baltimore,Ravens,BAL,22ZdibiqvfA2D,Cincinnati,Bengals,CIN,-9.0,9.0,42.5,71161,178,Outdoors,Sportturf,BAL,Deferred,,,64.0,51.0,3.0,https://www.pro-football-reference.com/boxscores/200910110rav.htm
2009,2009-10-11,FCuH1wdksA2DQ,Detroit,Lions,DET,SlVgURDFI7EXX,Pittsburgh,Steelers,PIT,11.0,-11.0,44.0,59333,182,Dome,Fieldturf,PIT,Accepted,,,,,,https://www.pro-football-reference.com/boxscores/200910110det.htm
2009,2009-10-11,n8CuHV9wbYCqF,New York,Giants,NYG,LZoDld8s63xUs,Las Vegas,Raiders,LV,-15.0,15.0,38.5,79012,168,Outdoors,Fieldturf,NYG,Accepted,,,61.0,45.0,10.0,https://www.pro-football-reference.com/boxscores/200910110nyg.htm
2009,2009-10-11,jJBGuksuDJF5L,Carolina,Panthers,CAR,9JtBk8kFeaGEs,Washington,Football Team,WAS,-5.5,5.5,38.0,73487,181,Outdoors,Grass,CAR,Accepted,,,70.0,68.0,7.0,https://www.pro-football-reference.com/boxscores/200910110car.htm
2009,2009-10-11,IwSI92ZDKoazn,San Francisco,49ers,SF,mLspw4gJNTQGN,Atlanta,Falcons,ATL,-1.0,1.0,39.5,69732,192,Outdoors,Grass,ATL,Accepted,,,58.0,60.0,9.0,https://www.pro-football-reference.com/boxscores/200910110sfo.htm
2009,2009-10-11,GJizlkzQFaqGA,Arizona,Cardinals,ARI,UI0Ax4HUEXFh6,Houston,Texans,HOU,-6.0,6.0,51.0,61819,182,Retractable roof (closed),Grass,HOU,Accepted,,,,,,https://www.pro-football-reference.com/boxscores/200910110crd.htm
2009,2009-10-11,6DclFuycdPaOB,Denver,Broncos,DEN,VkxV91RtzHn65,New England,Patriots,NE,3.0,-3.0,41.5,76011,199,Outdoors,Grass,NE,Deferred,DEN,Accepted,30.0,72.0,4.0,https://www.pro-football-reference.com/boxscores/200910110den.htm
2009,2009-10-11,4M8AK5p0WXs1N,Seattle,Seahawks,SEA,RtOjnciWkJPaL,Jacksonville,Jaguars,JAC,-2.0,2.0,44.5,67228,167,Outdoors,Fieldturf,JAC,Deferred,,,55.0,32.0,0.0,https://www.pro-football-reference.com/boxscores/200910110sea.htm
2009,2009-10-11,ltMyRE3yvVUaw,Tennessee,Titans,TEN,LJmHetie5VbbO,Indianapolis,Colts,IND,3.5,-3.5,44.0,69143,183,Outdoors,Grass,IND,Accepted,,,57.0,75.0,4.0,https://www.pro-football-reference.com/boxscores/200910110oti.htm
2009,2009-10-12,mfbu6O5aMHbJg,Miami,Dolphins,MIA,mexvMWO2v1hWn,New York,Jets,NYJ,3.0,-3.0,36.5,69767,184,Outdoors,Grass,NYJ,Deferred,,,83.0,69.0,7.0,https://www.pro-football-reference.com/boxscores/200910120mia.htm
2009,2009-10-18,QMAZH1v922YLu,Tampa Bay,Buccaneers,TB,jJBGuksuDJF5L,Carolina,Panthers,CAR,3.0,-3.0,40.5,62422,176,Outdoors,Grass,TB,Deferred,,,64.0,54.0,17.0,https://www.pro-football-reference.com/boxscores/200910180tam.htm
2009,2009-10-18,SlVgURDFI7EXX,Pittsburgh,Steelers,PIT,IR4gIYmh269EI,Cleveland,Browns,CLE,-14.0,14.0,38.0,64398,187,Outdoors,Dessograss,PIT,Accepted,,,41.0,77.0,9.0,https://www.pro-football-reference.com/boxscores/200910180pit.htm
2009,2009-10-18,22ZdibiqvfA2D,Cincinnati,Bengals,CIN,UI0Ax4HUEXFh6,Houston,Texans,HOU,-3.5,3.5,46.5,64019,176,Outdoors,Fieldturf,CIN,Accepted,,,49.0,47.0,2.0,https://www.pro-football-reference.com/boxscores/200910180cin.htm
2009,2009-10-18,D5QY6bOxfn8ZL,Green Bay,Packers,GB,FCuH1wdksA2DQ,Detroit,Lions,DET,-14.0,14.0,48.0,70801,177,Outdoors,Grass,GB,Accepted,,,46.0,65.0,13.0,https://www.pro-football-reference.com/boxscores/200910180gnb.htm
2009,2009-10-18,CI5mhfNa0Zqd2,New Orleans,Saints,NO,n8CuHV9wbYCqF,New York,Giants,NYG,-3.0,3.0,47.5,70011,207,Dome,Fieldturf,NO,Accepted,,,,,,https://www.pro-football-reference.com/boxscores/200910180nor.htm
2009,2009-10-18,RtOjnciWkJPaL,Jacksonville,Jaguars,JAC,u98I1lDKQBwZ0,Los Angeles,Rams,LA,-9.5,9.5,42.5,42088,194,Outdoors,Grass,JAC,Deferred,JAC,Accepted,57.0,53.0,17.0,https://www.pro-football-reference.com/boxscores/200910180jax.htm
2009,2009-10-18,9JtBk8kFeaGEs,Washington,Football Team,WAS,oiGiwWPf0UqMC,Kansas City,Chiefs,KC,-6.5,6.5,36.5,79572,178,Outdoors,Grass,WAS,Deferred,,,45.0,79.0,13.0,https://www.pro-football-reference.com/boxscores/200910180was.htm
2009,2009-10-18,AzOs5UWsXusSW,Minnesota,Vikings,MIN,zyhFXj1nywrm1,Baltimore,Ravens,BAL,-3.0,3.0,45.5,63689,195,Dome,Fieldturf,MIN,Accepted,,,,,,https://www.pro-football-reference.com/boxscores/200910180min.htm
2009,2009-10-18,4M8AK5p0WXs1N,Seattle,Seahawks,SEA,GJizlkzQFaqGA,Arizona,Cardinals,ARI,-3.0,3.0,46.0,67588,171,Outdoors,Fieldturf,ARI,Accepted,,,58.0,82.0,4.0,https://www.pro-football-reference.com/boxscores/200910180sea.htm
2009,2009-10-18,LZoDld8s63xUs,Las Vegas,Raiders,LV,hjjmgzxilGWdr,Philadelphia,Eagles,PHI,14.0,-14.0,40.5,49642,185,Outdoors,Grass,LV,Accepted,,,62.0,73.0,15.0,https://www.pro-football-reference.com/boxscores/200910180rai.htm
2009,2009-10-18,mexvMWO2v1hWn,New York,Jets,NYJ,3VqeLK0LS9rpw,Buffalo,Bills,BUF,-9.5,9.5,35.5,76048,235,Outdoors,Fieldturf,BUF,Deferred,NYJ,Accepted,44.0,37.0,18.0,https://www.pro-football-reference.com/boxscores/200910180nyj.htm
2009,2009-10-18,VkxV91RtzHn65,New England,Patriots,NE,ltMyRE3yvVUaw,Tennessee,Titans,TEN,-9.0,9.0,37.5,68756,186,Outdoors,Fieldturf,NE,Deferred,,,39.0,94.0,13.0,https://www.pro-football-reference.com/boxscores/200910180nwe.htm
2009,2009-10-18,mLspw4gJNTQGN,Atlanta,Falcons,ATL,1vVmWGzUZ1rea,Chicago,Bears,CHI,-3.5,3.5,45.5,68082,177,Dome,Fieldturf,ATL,Accepted,,,,,,https://www.pro-football-reference.com/boxscores/200910180atl.htm
2009,2009-10-19,SjaMbkmeizJD4,Los Angeles,Chargers,LAC,6DclFuycdPaOB,Denver,Broncos,DEN,-3.5,3.5,45.0,68615,182,Outdoors,Grass,LAC,Accepted,,,68.0,73.0,8.0,https://www.pro-football-reference.com/boxscores/200910190sdg.htm
2009,2009-10-25,u98I1lDKQBwZ0,Los Angeles,Rams,LA,LJmHetie5VbbO,Indianapolis,Colts,IND,14.5,-14.5,45.0,60108,177,Dome,Fieldturf,IND,Accepted,,,,,,https://www.pro-football-reference.com/boxscores/200910250ram.htm
2009,2009-10-25,oiGiwWPf0UqMC,Kansas City,Chiefs,KC,SjaMbkmeizJD4,Los Angeles,Chargers,LAC,5.5,-5.5,44.0,69337,179,Outdoors,Grass,KC,Deferred,,,58.0,64.0,10.0,https://www.pro-football-reference.com/boxscores/200910250kan.htm
2009,2009-10-25,IR4gIYmh269EI,Cleveland,Browns,CLE,D5QY6bOxfn8ZL,Green Bay,Packers,GB,9.0,-9.0,41.5,69797,182,Outdoors,Grass,CLE,Accepted,,,50.0,45.0,12.0,https://www.pro-football-reference.com/boxscores/200910250cle.htm
2009,2009-10-25,SlVgURDFI7EXX,Pittsburgh,Steelers,PIT,AzOs5UWsXusSW,Minnesota,Vikings,MIN,-6.0,6.0,46.5,65597,190,Outdoors,Dessograss,MIN,Accepted,,,52.0,57.0,5.0,https://www.pro-football-reference.com/boxscores/200910250pit.htm
2009,2009-10-25,UI0Ax4HUEXFh6,Houston,Texans,HOU,IwSI92ZDKoazn,San Francisco,49ers,SF,-3.0,3.0,44.5,70820,184,Retractable roof (open),Grass,HOU,Accepted,,,,,,https://www.pro-football-reference.com/boxscores/200910250htx.htm
