season,event_date,tm_nano,tm_market,tm_name,tm_alias,opp_nano,opp_market,opp_name,opp_alias,tm_spread,opp_spread,total,attendance,duration,roof_type,surface_type,won_toss,won_toss_decision,won_toss_overtime,won_toss_overtime_decision,temperature,humidity_pct,wind_speed,boxscore_stats_link
2018,2018-09-16,SlVgURDFI7EXX,Pittsburgh,Steelers,PIT,oiGiwWPf0UqMC,Kansas City,Chiefs,KC,-4.5,4.5,52.0,63956,203,Outdoors,Grass ,KC,Deferred,,,80.0,,10.0,https://www.pro-football-reference.com/boxscores/201809160pit.htm
2018,2018-09-16,mexvMWO2v1hWn,New York,Jets,NYJ,mfbu6O5aMHbJg,Miami,Dolphins,MIA,-3.0,3.0,43.0,77982,184,Outdoors,Fieldturf ,NYJ,Deferred,,,80.0,,4.0,https://www.pro-football-reference.com/boxscores/201809160nyj.htm
2018,2018-09-16,QMAZH1v922YLu,Tampa Bay,Buccaneers,TB,hjjmgzxilGWdr,Philadelphia,Eagles,PHI,3.0,-3.0,46.5,56552,193,Outdoors,Grass ,PHI,Deferred,,,91.0,,9.0,https://www.pro-football-reference.com/boxscores/201809160tam.htm
2018,2018-09-16,u98I1lDKQBwZ0,Los Angeles,Rams,LA,GJizlkzQFaqGA,Arizona,Cardinals,ARI,-13.5,13.5,43.5,66515,165,Outdoors,Grass,ARI,Deferred,,,86.0,,2.0,https://www.pro-football-reference.com/boxscores/201809160ram.htm
2018,2018-09-16,IwSI92ZDKoazn,San Francisco,49ers,SF,FCuH1wdksA2DQ,Detroit,Lions,DET,-6.0,6.0,48.5,70164,200,Outdoors,Grass,SF,Deferred,,,73.0,,12.0,https://www.pro-football-reference.com/boxscores/201809160sfo.htm
2018,2018-09-16,6DclFuycdPaOB,Denver,Broncos,DEN,LZoDld8s63xUs,Las Vegas,Raiders,LV,-5.5,5.5,44.0,76696,187,Outdoors,Grass ,DEN,Deferred,,,92.0,,4.0,https://www.pro-football-reference.com/boxscores/201809160den.htm
2018,2018-09-16,RtOjnciWkJPaL,Jacksonville,Jaguars,JAC,VkxV91RtzHn65,New England,Patriots,NE,2.0,-2.0,44.5,68527,182,Outdoors,Grass ,NE,Accepted,,,97.0,,15.0,https://www.pro-football-reference.com/boxscores/201809160jax.htm
2018,2018-09-16,KdjU81i7YSFE7,Dallas,Cowboys,DAL,n8CuHV9wbYCqF,New York,Giants,NYG,-3.0,3.0,42.0,90512,170,Retractable roof (closed),Matrixturf,NYG,Deferred,,,,,,https://www.pro-football-reference.com/boxscores/201809160dal.htm
2018,2018-09-17,1vVmWGzUZ1rea,Chicago,Bears,CHI,4M8AK5p0WXs1N,Seattle,Seahawks,SEA,-4.5,4.5,42.5,57960,179,Outdoors,Grass ,CHI,Deferred,,,79.0,,2.0,https://www.pro-football-reference.com/boxscores/201809170chi.htm
2018,2018-09-20,IR4gIYmh269EI,Cleveland,Browns,CLE,mexvMWO2v1hWn,New York,Jets,NYJ,-3.0,3.0,41.0,67431,193,Outdoors,Grass ,NYJ,Deferred,,,83.0,,11.0,https://www.pro-football-reference.com/boxscores/201809200cle.htm
2018,2018-09-23,mLspw4gJNTQGN,Atlanta,Falcons,ATL,CI5mhfNa0Zqd2,New Orleans,Saints,NO,-1.5,1.5,54.0,74457,218,Retractable roof (closed),Fieldturf,ATL,Deferred,NO,Accepted,,,,https://www.pro-football-reference.com/boxscores/201809230atl.htm
2018,2018-09-23,AzOs5UWsXusSW,Minnesota,Vikings,MIN,3VqeLK0LS9rpw,Buffalo,Bills,BUF,-16.5,16.5,41.0,66800,186,Dome,Sportturf,MIN,Deferred,,,,,,https://www.pro-football-reference.com/boxscores/201809230min.htm
2018,2018-09-23,jJBGuksuDJF5L,Carolina,Panthers,CAR,22ZdibiqvfA2D,Cincinnati,Bengals,CIN,-2.5,2.5,44.0,72161,187,Outdoors,Grass ,CIN,Deferred,,,80.0,,3.0,https://www.pro-football-reference.com/boxscores/201809230car.htm
2018,2018-09-23,hjjmgzxilGWdr,Philadelphia,Eagles,PHI,LJmHetie5VbbO,Indianapolis,Colts,IND,-6.5,6.5,45.5,69696,190,Outdoors,Grass ,PHI,Deferred,,,61.0,,5.0,https://www.pro-football-reference.com/boxscores/201809230phi.htm
2018,2018-09-23,zyhFXj1nywrm1,Baltimore,Ravens,BAL,6DclFuycdPaOB,Denver,Broncos,DEN,-5.5,5.5,46.0,70156,190,Outdoors,Grass,DEN,Deferred,,,61.0,,5.0,https://www.pro-football-reference.com/boxscores/201809230rav.htm
2018,2018-09-23,9JtBk8kFeaGEs,Washington,Football Team,WAS,D5QY6bOxfn8ZL,Green Bay,Packers,GB,2.5,-2.5,45.5,59827,196,Outdoors,Grass ,GB,Deferred,,,62.0,,6.0,https://www.pro-football-reference.com/boxscores/201809230was.htm
2018,2018-09-23,UI0Ax4HUEXFh6,Houston,Texans,HOU,n8CuHV9wbYCqF,New York,Giants,NYG,-6.5,6.5,44.0,71838,178,Retractable roof (closed),Astroturf,NYG,Deferred,,,,,,https://www.pro-football-reference.com/boxscores/201809230htx.htm
2018,2018-09-23,RtOjnciWkJPaL,Jacksonville,Jaguars,JAC,ltMyRE3yvVUaw,Tennessee,Titans,TEN,-10.0,10.0,39.0,64015,176,Outdoors,Grass ,TEN,Deferred,,,89.0,,10.0,https://www.pro-football-reference.com/boxscores/201809230jax.htm
2018,2018-09-23,oiGiwWPf0UqMC,Kansas City,Chiefs,KC,IwSI92ZDKoazn,San Francisco,49ers,SF,-5.5,5.5,53.0,76023,196,Outdoors,Grass ,KC,Deferred,,,70.0,,4.0,https://www.pro-football-reference.com/boxscores/201809230kan.htm
2018,2018-09-23,mfbu6O5aMHbJg,Miami,Dolphins,MIA,LZoDld8s63xUs,Las Vegas,Raiders,LV,-3.0,3.0,46.0,65667,184,Outdoors,Grass ,MIA,Deferred,,,90.0,,7.0,https://www.pro-football-reference.com/boxscores/201809230mia.htm
2018,2018-09-23,u98I1lDKQBwZ0,Los Angeles,Rams,LA,SjaMbkmeizJD4,Los Angeles,Chargers,LAC,7.5,-7.5,49.0,68947,177,Outdoors,Grass,LAC,Deferred,,,80.0,,5.0,https://www.pro-football-reference.com/boxscores/201809230ram.htm
2018,2018-09-23,GJizlkzQFaqGA,Arizona,Cardinals,ARI,1vVmWGzUZ1rea,Chicago,Bears,CHI,5.5,-5.5,39.0,62163,187,Retractable roof (closed),Grass ,CHI,Deferred,,,,,,https://www.pro-football-reference.com/boxscores/201809230crd.htm
2018,2018-09-23,4M8AK5p0WXs1N,Seattle,Seahawks,SEA,KdjU81i7YSFE7,Dallas,Cowboys,DAL,-1.0,1.0,40.0,69047,183,Outdoors,Fieldturf ,SEA,Deferred,,,61.0,,4.0,https://www.pro-football-reference.com/boxscores/201809230sea.htm
2018,2018-09-23,FCuH1wdksA2DQ,Detroit,Lions,DET,VkxV91RtzHn65,New England,Patriots,NE,7.0,-7.0,55.0,61769,167,Dome,Fieldturf ,DET,Deferred,,,,,,https://www.pro-football-reference.com/boxscores/201809230det.htm
2018,2018-09-24,QMAZH1v922YLu,Tampa Bay,Buccaneers,TB,SlVgURDFI7EXX,Pittsburgh,Steelers,PIT,-1.0,1.0,55.0,62571,199,Outdoors,Grass ,TB,Deferred,,,77.0,,5.0,https://www.pro-football-reference.com/boxscores/201809240tam.htm
2018,2018-09-27,u98I1lDKQBwZ0,Los Angeles,Rams,LA,AzOs5UWsXusSW,Minnesota,Vikings,MIN,-7.5,7.5,48.5,72027,187,Outdoors,Grass,LA,Deferred,,,75.0,,3.0,https://www.pro-football-reference.com/boxscores/201809270ram.htm
2018,2018-09-30,mLspw4gJNTQGN,Atlanta,Falcons,ATL,22ZdibiqvfA2D,Cincinnati,Bengals,CIN,-3.5,3.5,52.5,71985,205,Retractable roof (closed),Fieldturf,CIN,Deferred,,,,,,https://www.pro-football-reference.com/boxscores/201809300atl.htm
2018,2018-09-30,D5QY6bOxfn8ZL,Green Bay,Packers,GB,3VqeLK0LS9rpw,Buffalo,Bills,BUF,-8.5,8.5,43.5,78312,191,Outdoors,Grass ,GB,Deferred,,,49.0,,9.0,https://www.pro-football-reference.com/boxscores/201809300gnb.htm
2018,2018-09-30,1vVmWGzUZ1rea,Chicago,Bears,CHI,QMAZH1v922YLu,Tampa Bay,Buccaneers,TB,-3.0,3.0,46.0,61893,177,Outdoors,Grass ,TB,Deferred,,,66.0,,5.0,https://www.pro-football-reference.com/boxscores/201809300chi.htm
2018,2018-09-30,LJmHetie5VbbO,Indianapolis,Colts,IND,UI0Ax4HUEXFh6,Houston,Texans,HOU,1.0,-1.0,48.0,57716,237,Retractable roof (closed),Fieldturf ,HOU,Deferred,IND,Accepted,,,,https://www.pro-football-reference.com/boxscores/201809300clt.htm
2018,2018-09-30,KdjU81i7YSFE7,Dallas,Cowboys,DAL,FCuH1wdksA2DQ,Detroit,Lions,DET,-2.5,2.5,43.5,90155,178,Retractable roof (closed),Matrixturf,DAL,Deferred,,,,,,https://www.pro-football-reference.com/boxscores/201809300dal.htm
2018,2018-09-30,RtOjnciWkJPaL,Jacksonville,Jaguars,JAC,mexvMWO2v1hWn,New York,Jets,NYJ,-7.5,7.5,40.5,65353,192,Outdoors,Grass ,JAC,Deferred,,,86.0,,10.0,https://www.pro-football-reference.com/boxscores/201809300jax.htm
2018,2018-09-30,VkxV91RtzHn65,New England,Patriots,NE,mfbu6O5aMHbJg,Miami,Dolphins,MIA,-6.5,6.5,50.5,65878,176,Outdoors,Fieldturf ,NE,Deferred,,,65.0,,6.0,https://www.pro-football-reference.com/boxscores/201809300nwe.htm
2018,2018-09-30,ltMyRE3yvVUaw,Tennessee,Titans,TEN,hjjmgzxilGWdr,Philadelphia,Eagles,PHI,3.0,-3.0,41.5,69013,216,Outdoors,Grass ,PHI,Deferred,PHI,Accepted,80.0,,4.0,https://www.pro-football-reference.com/boxscores/201809300oti.htm
2018,2018-09-30,LZoDld8s63xUs,Las Vegas,Raiders,LV,IR4gIYmh269EI,Cleveland,Browns,CLE,-2.5,2.5,44.5,53387,244,Outdoors,Grass ,CLE,Deferred,LV,Accepted,71.0,,8.0,https://www.pro-football-reference.com/boxscores/201809300rai.htm
2018,2018-09-30,GJizlkzQFaqGA,Arizona,Cardinals,ARI,4M8AK5p0WXs1N,Seattle,Seahawks,SEA,3.5,-3.5,40.0,61845,185,Retractable roof (closed),Grass ,ARI,Deferred,,,,,,https://www.pro-football-reference.com/boxscores/201809300crd.htm
2018,2018-09-30,n8CuHV9wbYCqF,New York,Giants,NYG,CI5mhfNa0Zqd2,New Orleans,Saints,NO,3.5,-3.5,51.5,78213,182,Outdoors,Fieldturf ,NYG,Deferred,,,71.0,,7.0,https://www.pro-football-reference.com/boxscores/201809300nyg.htm
2018,2018-09-30,SjaMbkmeizJD4,Los Angeles,Chargers,LAC,IwSI92ZDKoazn,San Francisco,49ers,SF,-10.5,10.5,46.0,25397,193,Outdoors,Grass,LAC,Accepted,,,78.0,,9.0,https://www.pro-football-reference.com/boxscores/201809300sdg.htm
2018,2018-09-30,SlVgURDFI7EXX,Pittsburgh,Steelers,PIT,zyhFXj1nywrm1,Baltimore,Ravens,BAL,-3.0,3.0,51.0,62030,188,Outdoors,Grass ,PIT,Deferred,,,69.0,,2.0,https://www.pro-football-reference.com/boxscores/201809300pit.htm
2018,2018-10-01,6DclFuycdPaOB,Denver,Broncos,DEN,oiGiwWPf0UqMC,Kansas City,Chiefs,KC,3.5,-3.5,53.5,76656,184,Outdoors,Grass ,KC,Deferred,,,65.0,,5.0,https://www.pro-football-reference.com/boxscores/201810010den.htm
2018,2018-10-04,VkxV91RtzHn65,New England,Patriots,NE,LJmHetie5VbbO,Indianapolis,Colts,IND,-10.5,10.5,49.5,65878,194,Outdoors,Fieldturf ,IND,Deferred,,,66.0,,6.0,https://www.pro-football-reference.com/boxscores/201810040nwe.htm
2018,2018-10-07,jJBGuksuDJF5L,Carolina,Panthers,CAR,n8CuHV9wbYCqF,New York,Giants,NYG,-7.0,7.0,43.5,74221,201,Outdoors,Grass ,CAR,Deferred,,,80.0,,3.0,https://www.pro-football-reference.com/boxscores/201810070car.htm
2018,2018-10-07,SlVgURDFI7EXX,Pittsburgh,Steelers,PIT,mLspw4gJNTQGN,Atlanta,Falcons,ATL,-3.5,3.5,57.0,64781,182,Outdoors,Grass ,ATL,Deferred,,,83.0,,5.0,https://www.pro-football-reference.com/boxscores/201810070pit.htm
2018,2018-10-07,3VqeLK0LS9rpw,Buffalo,Bills,BUF,ltMyRE3yvVUaw,Tennessee,Titans,TEN,6.0,-6.0,38.5,68202,166,Outdoors,A_turf,BUF,Deferred,,,62.0,,8.0,https://www.pro-football-reference.com/boxscores/201810070buf.htm
2018,2018-10-07,22ZdibiqvfA2D,Cincinnati,Bengals,CIN,mfbu6O5aMHbJg,Miami,Dolphins,MIA,-6.5,6.5,47.5,52708,182,Outdoors,Fieldturf ,MIA,Accepted,,,87.0,,4.0,https://www.pro-football-reference.com/boxscores/201810070cin.htm
2018,2018-10-07,IR4gIYmh269EI,Cleveland,Browns,CLE,zyhFXj1nywrm1,Baltimore,Ravens,BAL,3.0,-3.0,44.5,67431,216,Outdoors,Grass ,CLE,Deferred,CLE,Accepted,72.0,,5.0,https://www.pro-football-reference.com/boxscores/201810070cle.htm
2018,2018-10-07,mexvMWO2v1hWn,New York,Jets,NYJ,6DclFuycdPaOB,Denver,Broncos,DEN,-1.0,1.0,43.0,77982,189,Outdoors,Fieldturf ,NYJ,Deferred,,,77.0,,7.0,https://www.pro-football-reference.com/boxscores/201810070nyj.htm
2018,2018-10-07,FCuH1wdksA2DQ,Detroit,Lions,DET,D5QY6bOxfn8ZL,Green Bay,Packers,GB,-1.0,1.0,50.0,63405,203,Dome,Fieldturf ,GB,Deferred,,,,,,https://www.pro-football-reference.com/boxscores/201810070det.htm
2018,2018-10-07,oiGiwWPf0UqMC,Kansas City,Chiefs,KC,RtOjnciWkJPaL,Jacksonville,Jaguars,JAC,-3.0,3.0,48.0,75289,204,Outdoors,Grass ,KC,Deferred,,,58.0,,5.0,https://www.pro-football-reference.com/boxscores/201810070kan.htm
2018,2018-10-07,SjaMbkmeizJD4,Los Angeles,Chargers,LAC,LZoDld8s63xUs,Las Vegas,Raiders,LV,-5.0,5.0,52.0,25362,169,Outdoors,Grass,LAC,Accepted,,,75.0,,10.0,https://www.pro-football-reference.com/boxscores/201810070sdg.htm
2018,2018-10-07,IwSI92ZDKoazn,San Francisco,49ers,SF,GJizlkzQFaqGA,Arizona,Cardinals,ARI,-3.0,3.0,40.5,68337,197,Outdoors,Grass,ARI,Deferred,,,79.0,,15.0,https://www.pro-football-reference.com/boxscores/201810070sfo.htm
2018,2018-10-07,hjjmgzxilGWdr,Philadelphia,Eagles,PHI,AzOs5UWsXusSW,Minnesota,Vikings,MIN,-3.5,3.5,48.0,69696,182,Outdoors,Grass ,PHI,Deferred,,,79.0,,6.0,https://www.pro-football-reference.com/boxscores/201810070phi.htm
2018,2018-10-07,4M8AK5p0WXs1N,Seattle,Seahawks,SEA,u98I1lDKQBwZ0,Los Angeles,Rams,LA,7.5,-7.5,50.5,68893,192,Outdoors,Fieldturf ,SEA,Deferred,,,53.0,,5.0,https://www.pro-football-reference.com/boxscores/201810070sea.htm
2018,2018-10-07,UI0Ax4HUEXFh6,Houston,Texans,HOU,KdjU81i7YSFE7,Dallas,Cowboys,DAL,-3.5,3.5,45.5,72008,203,Retractable roof (closed),Astroturf,HOU,Deferred,DAL,Accepted,,,,https://www.pro-football-reference.com/boxscores/201810070htx.htm
2018,2018-10-08,CI5mhfNa0Zqd2,New Orleans,Saints,NO,9JtBk8kFeaGEs,Washington,Football Team,WAS,-5.5,5.5,51.5,73028,185,Dome,Sportturf,NO,Deferred,,,,,,https://www.pro-football-reference.com/boxscores/201810080nor.htm
2018,2018-10-11,n8CuHV9wbYCqF,New York,Giants,NYG,hjjmgzxilGWdr,Philadelphia,Eagles,PHI,1.5,-1.5,45.0,77167,193,Outdoors,Fieldturf ,PHI,Deferred,,,70.0,,3.0,https://www.pro-football-reference.com/boxscores/201810110nyg.htm
2018,2018-10-14,9JtBk8kFeaGEs,Washington,Football Team,WAS,jJBGuksuDJF5L,Carolina,Panthers,CAR,1.0,-1.0,44.5,60482,175,Outdoors,Grass ,WAS,Deferred,,,52.0,,0.0,https://www.pro-football-reference.com/boxscores/201810140was.htm
2018,2018-10-14,mfbu6O5aMHbJg,Miami,Dolphins,MIA,1vVmWGzUZ1rea,Chicago,Bears,CHI,7.5,-7.5,40.5,65791,213,Outdoors,Grass ,CHI,Deferred,MIA,Accepted,89.0,,8.0,https://www.pro-football-reference.com/boxscores/201810140mia.htm
2018,2018-10-14,mLspw4gJNTQGN,Atlanta,Falcons,ATL,QMAZH1v922YLu,Tampa Bay,Buccaneers,TB,-3.0,3.0,57.0,72665,189,Retractable roof (closed),Fieldturf,ATL,Deferred,,,,,,https://www.pro-football-reference.com/boxscores/201810140atl.htm
2018,2018-10-14,UI0Ax4HUEXFh6,Houston,Texans,HOU,3VqeLK0LS9rpw,Buffalo,Bills,BUF,-10.5,10.5,40.5,71638,175,Retractable roof (closed),Astroturf,HOU,Deferred,,,,,,https://www.pro-football-reference.com/boxscores/201810140htx.htm
2018,2018-10-14,22ZdibiqvfA2D,Cincinnati,Bengals,CIN,SlVgURDFI7EXX,Pittsburgh,Steelers,PIT,-1.5,1.5,49.5,60594,188,Outdoors,Fieldturf ,PIT,Accepted,,,51.0,,6.0,https://www.pro-football-reference.com/boxscores/201810140cin.htm
2018,2018-10-14,IR4gIYmh269EI,Cleveland,Browns,CLE,SjaMbkmeizJD4,Los Angeles,Chargers,LAC,-1.0,1.0,47.0,67431,187,Outdoors,Grass ,LAC,Deferred,,,51.0,,9.0,https://www.pro-football-reference.com/boxscores/201810140cle.htm
2018,2018-10-14,mexvMWO2v1hWn,New York,Jets,NYJ,LJmHetie5VbbO,Indianapolis,Colts,IND,-2.5,2.5,47.5,77982,190,Outdoors,Fieldturf ,NYJ,Deferred,,,60.0,,7.0,https://www.pro-football-reference.com/boxscores/201810140nyj.htm
2018,2018-10-14,AzOs5UWsXusSW,Minnesota,Vikings,MIN,GJizlkzQFaqGA,Arizona,Cardinals,ARI,-10.0,10.0,43.5,66801,181,Dome,Sportturf,MIN,Deferred,,,,,,https://www.pro-football-reference.com/boxscores/201810140min.htm
2018,2018-10-14,LZoDld8s63xUs,Las Vegas,Raiders,LV,4M8AK5p0WXs1N,Seattle,Seahawks,SEA,3.0,-3.0,48.0,84922,170,Outdoors,Grass ,LV,Deferred,,,52.0,,10.0,https://www.pro-football-reference.com/boxscores/201810140rai.htm
2018,2018-10-14,6DclFuycdPaOB,Denver,Broncos,DEN,u98I1lDKQBwZ0,Los Angeles,Rams,LA,7.0,-7.0,50.0,76109,196,Outdoors,Grass ,LA,Deferred,,,25.0,,6.0,https://www.pro-football-reference.com/boxscores/201810140den.htm
2018,2018-10-14,KdjU81i7YSFE7,Dallas,Cowboys,DAL,RtOjnciWkJPaL,Jacksonville,Jaguars,JAC,3.0,-3.0,39.0,90767,172,Retractable roof (closed),Matrixturf,DAL,Deferred,,,,,,https://www.pro-football-reference.com/boxscores/201810140dal.htm
2018,2018-10-14,ltMyRE3yvVUaw,Tennessee,Titans,TEN,zyhFXj1nywrm1,Baltimore,Ravens,BAL,2.5,-2.5,43.5,64441,172,Outdoors,Grass ,BAL,Deferred,,,66.0,,4.0,https://www.pro-football-reference.com/boxscores/201810140oti.htm
2018,2018-10-14,VkxV91RtzHn65,New England,Patriots,NE,oiGiwWPf0UqMC,Kansas City,Chiefs,KC,-3.5,3.5,59.5,65878,187,Outdoors,Fieldturf ,KC,Deferred,,,45.0,,0.0,https://www.pro-football-reference.com/boxscores/201810140nwe.htm
2018,2018-10-15,D5QY6bOxfn8ZL,Green Bay,Packers,GB,IwSI92ZDKoazn,San Francisco,49ers,SF,-9.0,9.0,46.5,77642,190,Outdoors,Grass ,GB,Deferred,,,37.0,,5.0,https://www.pro-football-reference.com/boxscores/201810150gnb.htm
2018,2018-10-18,GJizlkzQFaqGA,Arizona,Cardinals,ARI,6DclFuycdPaOB,Denver,Broncos,DEN,1.0,-1.0,42.5,62359,184,Retractable roof (closed),Grass ,DEN,Deferred,,,,,,https://www.pro-football-reference.com/boxscores/201810180crd.htm
2018,2018-10-21,SjaMbkmeizJD4,Los Angeles,Chargers,LAC,ltMyRE3yvVUaw,Tennessee,Titans,TEN,-6.5,6.5,46.0,84301,174,Outdoors,Grass ,LAC,Deferred,,,66.0,,6.0,https://www.pro-football-reference.com/boxscores/201810210sdg.htm
2018,2018-10-21,hjjmgzxilGWdr,Philadelphia,Eagles,PHI,jJBGuksuDJF5L,Carolina,Panthers,CAR,-5.0,5.0,45.0,69696,175,Outdoors,Grass ,CAR,Deferred,,,49.0,,19.0,https://www.pro-football-reference.com/boxscores/201810210phi.htm
